drug_a,drug_b,efek_interaksi,mekanisme_interaksi_farmakokinetik,mekanisme_interaksi_farmakodinamik,manajemen_interaksi
captopril,nortriptyline,Moderate,Tidak ada,Potensiasi efek hipotensif melalui antagonisme reseptor alfa-1 oleh nortriptyline. Meningkatkan risiko hipotensi ortostatik.,"Monitoring tekanan darah ketat, terutama pada awal terapi. Pertimbangkan titrasi lambat dan edukasi pasien untuk menghindari perubahan posisi tubuh secara tiba-tiba."
captopril,olanzapine,Moderate,Tidak ada,Efek aditif penurunan tekanan darah akibat antagonisme alfa-1 adrenergik oleh olanzapine.,"Awasi hipotensi dan ortostasis. Dosis awal rendah dan titrasi perlahan, khususnya pada lansia. Edukasi pasien tentang risiko pusing dan kehilangan keseimbangan."
captopril,oliceridine,Moderate,Tidak ada,Efek hipotensi aditif akibat aktivitas depresan SSP dari oliceridine dan vasodilatasi dari captopril.,"Hindari penggunaan bersamaan jika memungkinkan. Jika digunakan, monitor tekanan darah dan kondisi kesadaran. Anjurkan pasien untuk tidak mengemudi atau mengoperasikan alat berat."
captopril,olmesartan,Major,Tidak ada,"Aktivasi ganda sistem renin-angiotensin menyebabkan efek sinergis: risiko hiperkalemia, gagal ginjal, dan hipotensi berat.","Hindari kombinasi, terutama pada pasien dengan gangguan ginjal atau diabetes. Jika digunakan, monitor ketat fungsi ginjal, elektrolit, dan tekanan darah. Hindari suplementasi kalium."
captopril,olopatadine nasal,Moderate,Tidak ada,Efek aditif terhadap penurunan kesiagaan mental bila digunakan bersama depresan SSP.,"Hindari kombinasi dengan alkohol atau depresan SSP lain. Jika digunakan bersamaan, edukasi pasien untuk menghindari aktivitas yang memerlukan kewaspadaan penuh."
captopril,opium,Moderate,Tidak ada,Efek aditif terhadap penurunan tekanan darah akibat aktivitas depresan SSP dan vasodilatasi.,Monitor tekanan darah secara ketat. Edukasi pasien untuk menghindari perubahan posisi mendadak. Hindari konsumsi alkohol.
captopril,orphenadrine,Moderate,Tidak ada,Efek sinergis dalam menurunkan tekanan darah akibat kombinasi antihipertensi dan relaksan otot sentral.,Monitor tekanan darah dan gejala hipotensi. Anjurkan pasien tidak mengemudi atau melakukan aktivitas berisiko tinggi hingga efek obat diketahui.
captopril,oxaprozin,Moderate,"Menurunkan absorpsi dan bioavailabilitas captopril; menghambat prostaglandin renal, mengganggu fungsi ginjal.",Mengurangi efek antihipertensi captopril karena retensi natrium dan air oleh NSAID.,"Hindari penggunaan jangka panjang bersamaan. Monitor tekanan darah dan fungsi ginjal (kreatinin, BUN) secara berkala."
captopril,oxazepam,Moderate,Tidak ada,"Efek aditif hipotensif dari depresan SSP dan ACE inhibitor, meningkatkan risiko ortostasis.",Lakukan pemantauan tekanan darah. Anjurkan perubahan posisi tubuh secara perlahan. Hindari alkohol.
captopril,oxycodone,Moderate,Tidak ada,Kombinasi dapat menyebabkan hipotensi berat melalui efek depresan SSP dan vasodilatasi.,Pantau tekanan darah dan kesadaran. Anjurkan pasien untuk menghindari mengemudi dan alkohol. Beri edukasi tentang gejala hipotensi.
captopril,ozanimod,Moderate,Tidak ada,Efek aditif hipotensif; MAOI menyebabkan akumulasi neurotransmitter palsu yang mengganggu transmisi adrenergik perifer ? menurunkan tonus vaskular.,"Awasi tekanan darah secara ketat, terutama pada awal terapi. Edukasi pasien untuk menghindari perubahan posisi mendadak dan melaporkan gejala hipotensi."
captopril,paliperidone,Moderate,Tidak ada,Efek sinergis hipotensi akibat aktivitas antagonis reseptor alfa-1 adrenergik dari paliperidone dan efek vasodilatasi captopril.,"Mulai dengan dosis rendah paliperidone, titrasi perlahan. Pantau tekanan darah dan gejala ortostatik. Edukasi pasien terkait efek samping."
captopril,pamabrom,Moderate,Tidak ada,Efek sinergis penurunan tekanan darah akibat kombinasi efek diuretik dan vasodilatasi; meningkatkan risiko hipotensi dan hipovolemia.,"Pantau tekanan darah, diuresis, elektrolit, dan fungsi ginjal. Pertimbangkan dosis awal rendah captopril atau hentikan diuretik sementara sebelum memulai ACEI."
captopril,paraldehyde,Moderate,Tidak ada,Efek aditif hipotensi dari depresan SSP dan ACE inhibitor ? meningkatkan risiko ortostasis.,Pantau tekanan darah. Edukasi pasien untuk bangun secara perlahan. Hindari aktivitas berisiko tinggi sampai efek obat diketahui.
captopril,parenteral nutrition w/ electrolytes,Major,Tidak ada,"ACE inhibitor menurunkan aldosteron ? retensi kalium ? risiko hiperkalemia berat terutama pada pasien dengan gangguan ginjal, usia lanjut, atau terapi tambahan yang meningkatkan kalium.","Hindari kombinasi jika tidak diperlukan. Pantau kadar kalium & fungsi ginjal sebelum dan selama terapi. Edukasi pasien tentang gejala hiperkalemia (lemas, aritmia, kesemutan)."
captopril,peanut allergen extract,Major,Tidak ada,"ACE inhibitor menghambat degradasi bradikinin, meningkatkan risiko anafilaksis akibat peningkatan permeabilitas vaskular dan vasodilatasi.","Hindari kombinasi. Jika tidak dapat dihindari, lakukan pemantauan ketat terhadap reaksi sistemik. Edukasi pasien terkait gejala anafilaksis dan angioedema. Pertimbangkan penghentian ACE inhibitor sebelum imunoterapi."
captopril,pegaspargase,Moderate,Tidak ada,Potensi hepatotoksisitas aditif karena kedua agen berpotensi merusak hati.,"Monitor fungsi hati secara berkala. Waspadai gejala hepatotoksisitas (nyeri kuadran kanan atas, mual, urin gelap). Hindari penggunaan bersamaan jika pasien memiliki faktor risiko (obesitas, gangguan hati sebelumnya)."
captopril,peginesatide,Minor,Tidak ada,Potensi penurunan efek eritropoietin eksogen akibat hambatan pembentukan eritropoietin endogen atau hematopoiesis oleh ACE inhibitor.,Monitor respon hematopoietik terhadap terapi eritropoietin. Pertimbangkan penyesuaian dosis jika terjadi penurunan kadar Hb atau Ht.
captopril,peginterferon beta-1a,Moderate,Tidak ada,Risiko hepatotoksisitas meningkat karena efek hepatotoksik aditif dari interferon beta dan ACE inhibitor.,"Lakukan pemantauan fungsi hati (AST, ALT, bilirubin, ALP) secara berkala. Hentikan interferon bila ada tanda cedera hati. Edukasi pasien untuk mengenali tanda hepatotoksisitas."
captopril,pentazocine,Moderate,Tidak ada,Efek hipotensi aditif akibat sifat depresan SSP dan vasodilatasi dari keduanya.,"Monitor tekanan darah secara ketat, terutama saat inisiasi atau titrasi dosis. Edukasi pasien untuk menghindari perubahan posisi mendadak. Hindari mengemudi sampai diketahui efeknya terhadap kesadaran."
captopril,pentoxifylline,Moderate,Tidak ada,"Potensi efek hipotensi aditif, meskipun mekanismenya tidak dijelaskan secara spesifik.",Lakukan pemantauan tekanan darah secara berkala. Gunakan hati-hati terutama pada pasien dengan tekanan darah rendah.
captopril,pergolide,Moderate,Tidak ada,Kemungkinan efek hipotensi berat saat penggunaan awal pergolide pada pasien yang sudah mendapat ACE inhibitor. Mekanisme tidak jelas.,Gunakan dengan hati-hati saat memulai terapi pergolide. Pertimbangkan penyesuaian dosis dan pemantauan tekanan darah ketat.
captopril,perphenazine,Moderate,Tidak ada,Efek hipotensi aditif melalui antagonisme reseptor alfa-1 adrenergik oleh perphenazine dan vasodilatasi ACE inhibitor.,Awasi hipotensi dan ortostasis. Gunakan dosis awal rendah dan titrasi perlahan. Pertimbangkan agen dengan afinitas rendah terhadap reseptor alfa-1 bila tersedia. Edukasi pasien untuk menghindari perubahan posisi mendadak.
captopril,pexidartinib,Major,Tidak ada,"Hepatotoksisitas berat, termasuk gagal hati, dapat terjadi. Risiko meningkat dengan penggunaan bersama agen hepatotoksik lain, termasuk ACE inhibitor.","Hindari kombinasi. Jika digunakan, lakukan pemantauan fungsi hati (AST, ALT, bilirubin, ALP, GGT) sebelum dan selama terapi. Hentikan pexidartinib jika ada tanda kerusakan hati. Edukasi pasien akan tanda-tanda hepatotoksisitas."
captopril,phenelzine,Moderate,Tidak ada,Efek hipotensi aditif. MAOI dapat menurunkan aktivitas simpatik melalui akumulasi neurotransmiter palsu ? risiko hipotensi ortostatik meningkat.,"Hindari kombinasi bila memungkinkan. Jika digunakan bersama, lakukan pemantauan ketat tekanan darah. Edukasi pasien agar menghindari berdiri tiba-tiba. Awasi tanda-tanda hipotensi seperti pusing atau sinkop."
captopril,phenobarbital,Moderate,Tidak ada,Efek hipotensi aditif akibat depresan SSP dan vasodilatasi.,Pantau tekanan darah secara ketat. Edukasi pasien untuk menghindari perubahan posisi mendadak. Anjurkan untuk tidak mengemudi atau mengoperasikan alat berat sebelum mengetahui respons tubuh terhadap obat. Hindari konsumsi alkohol.
captopril,phenoxybenzamine,Moderate,Tidak ada,Efek hipotensi sinergis. ACE inhibitor meningkatkan risiko first-dose effect dari alfa-blocker seperti postural hipotensi dan sinkop.,"Gunakan dosis awal rendah untuk phenoxybenzamine. Titrasi perlahan hingga efek tercapai. Pantau tekanan darah secara ketat, terutama pada awal terapi. Konsumsi obat sebelum tidur untuk mengurangi risiko hipotensi ortostatik. Edukasi pasien agar tidak berdiri tiba-tiba dan menghindari aktivitas berisiko."
captopril,phenylbutazone,Moderate,Menurunkan AUC captopril melalui inhibisi sintesis prostaglandin ginjal dan retensi cairan,"NSAID menurunkan efektivitas antihipertensi captopril dan meningkatkan risiko kerusakan ginjal, terutama pada pasien volume-depleted atau lansia.",Pantau tekanan darah dan fungsi ginjal secara berkala. Hindari penggunaan jangka panjang kombinasi ini. Gunakan NSAID dosis rendah jika diperlukan. Pertimbangkan alternatif analgesik seperti parasetamol.
captopril,pimozide,Moderate,Tidak ada,"Potensiasi efek hipotensi karena pimozide memiliki aktivitas antagonis alfa-1 adrenergik perifer, menurunkan tekanan darah dan memicu hipotensi ortostatik.","Gunakan dosis awal rendah untuk pimozide. Titrasi perlahan. Pantau tekanan darah dan waspadai hipotensi ortostatik, terutama pada pasien lanjut usia. Anjurkan pasien untuk menghindari perubahan posisi mendadak dan tidak mengemudi sampai mengetahui efek obat sepenuhnya."
captopril,piroxicam,Moderate,NSAID mengurangi AUC ACE inhibitor dan menyebabkan retensi natrium dan air melalui inhibisi prostaglandin,"NSAID menurunkan efektivitas captopril dan memperburuk fungsi ginjal terutama pada pasien rentan, menyebabkan hipertensi dan nefrotoksisitas.",Evaluasi tekanan darah dan fungsi ginjal secara berkala jika penggunaan jangka panjang tidak terhindarkan. Hindari kombinasi jangka panjang jika memungkinkan. Gunakan NSAID dosis rendah dan durasi pendek. Interaksi tidak signifikan pada penggunaan jangka pendek atau aspirin dosis rendah.
captopril,polyethylene glycol 3350 with electrolytes,Moderate,Tidak ada,"Gangguan keseimbangan elektrolit dapat diperparah oleh efek ACE inhibitor terhadap perfusi ginjal, meningkatkan risiko aritmia, kejang, dan gangguan ginjal.","Gunakan dengan hati-hati pada pasien lansia, lemah, atau dengan gangguan ginjal. Pertimbangkan pemeriksaan elektrolit, BUN, dan kreatinin sebelum dan setelah prosedur. Pastikan hidrasi cukup. Rawat inap dan cairan IV mungkin diperlukan pada pasien yang tidak mampu minum cukup cairan."
captopril,polythiazide,Moderate,Tidak ada,Efek hipotensi aditif dan risiko hipovolemia. ACE inhibitor juga dapat menurunkan ekskresi natrium oleh diuretik.,"Pantau tekanan darah, diuresis, elektrolit, dan fungsi ginjal. Untuk menghindari hipotensi dosis awal, pertimbangkan penghentian sementara diuretik atau peningkatan asupan garam sebelum memulai captopril. Alternatif lain: awasi pasien minimal 2 jam setelah dosis pertama."
captopril,potassium acetate,Major,Tidak ada,ACE inhibitor menurunkan sekresi aldosteron ? retensi kalium ? risiko hiperkalemia. Risiko meningkat bila dikombinasikan dengan suplemen kalium.,"Hindari kombinasi kecuali sangat diperlukan. Jika digunakan, pantau kalium serum dan fungsi ginjal sebelum dan selama terapi. Hati-hati pada pasien dengan gangguan ginjal, diabetes, dehidrasi, gagal jantung berat, atau penggunaan obat lain yang meningkatkan kalium. Edukasi pasien untuk mengenali tanda hiperkalemia (lemah, mual, aritmia, kesemutan)."
captopril,potassium acid phosphate,Major,Tidak ada,Sama seperti di atas: peningkatan risiko hiperkalemia akibat retensi kalium dari penurunan aldosteron.,Sama seperti pada kombinasi dengan potassium acetate. Pemantauan laboratorium dan edukasi pasien adalah kunci utama. Kombinasi sebaiknya dihindari bila terdapat faktor risiko.
captopril,potassium bicarbonate,Major,Tidak ada,Sama seperti di atas: interaksi farmakodinamik akibat efek aditif terhadap kadar kalium serum.,"Kombinasi sebaiknya dihindari. Jika tidak memungkinkan, lakukan pemantauan intensif kalium serum dan fungsi ginjal. Hindari kombinasi ini pada pasien dengan risiko tinggi (usia lanjut, penyakit ginjal, gagal jantung, diabetes). Anjurkan pasien melapor jika mengalami gejala hiperkalemia."
captopril,potassium chloride,Major,Tidak ada,Inhibisi ACE ? penurunan sekresi aldosteron ? retensi kalium ? risiko hiperkalemia meningkat.,"Hindari kombinasi kecuali benar-benar diperlukan. Jika digunakan, pantau kalium serum dan fungsi ginjal secara berkala. Waspadai pasien dengan gagal ginjal, diabetes, usia lanjut, gagal jantung berat, dehidrasi, atau penggunaan obat yang juga meningkatkan kalium (NSAID, ?-blocker, cyclosporine, trimethoprim, dll). Edukasi pasien tentang gejala hiperkalemia: kelemahan, mual, aritmia, parestesia, bradikardia."
captopril,potassium citrate,Major,Tidak ada,Sama seperti di atas: potensi hiperkalemia akibat retensi kalium melalui penurunan aldosteron.,Sama seperti kombinasi dengan potassium chloride. Pemantauan ketat serum kalium dan fungsi ginjal sangat dianjurkan. Gunakan dengan hati-hati pada pasien risiko tinggi. Edukasi pasien tentang diet rendah kalium dan gejala toksisitas kalium.
captopril,potassium gluconate,Major,Tidak ada,Sama: ACE inhibitor menurunkan aldosteron ? peningkatan kalium serum bila dikombinasikan dengan suplemen kalium.,"Kombinasi sebaiknya dihindari jika memungkinkan. Jika harus digunakan, lakukan pemantauan elektrolit dan fungsi ginjal sebelum dan selama terapi. Berikan edukasi kepada pasien untuk melaporkan gejala hiperkalemia sejak dini."
captopril,potassium iodide,Major,Tidak ada,Retensi kalium akibat efek ACE inhibitor terhadap sistem RAAS ? risiko hiperkalemia meningkat jika dikombinasikan dengan sediaan kalium.,"Lakukan pemantauan laboratorium rutin (kalium serum, kreatinin). Hindari kombinasi pada pasien dengan risiko tinggi. Jika terapi harus diberikan bersama, pastikan manfaat lebih besar dari risikonya. Berikan edukasi lengkap mengenai gejala dan tata laksana awal hiperkalemia."
captopril,potassium phosphate,Major,Tidak ada,Sama: efek sinergis meningkatkan kadar kalium serum melalui penurunan ekskresi kalium karena inhibisi aldosteron oleh captopril.,"Umumnya harus dihindari. Pemantauan ketat kadar kalium dan fungsi ginjal wajib dilakukan bila digunakan bersamaan. Pasien perlu diberikan edukasi tentang pentingnya asupan cairan yang adekuat dan pengenalan dini gejala hiperkalemia seperti kelemahan otot, palpitasi, parestesia, atau kehilangan kesadaran. Jika terjadi hiperkalemia, hentikan salah satu agen dan lakukan koreksi cepat."
captopril,prazosin,Moderate,Tidak ada,"Efek hipotensi aditif akibat kombinasi ACE inhibitor dengan alpha-blocker. Risiko meningkat untuk hipotensi postural dan sinkop, terutama pada dosis pertama.","Inisiasi terapi prazosin harus dilakukan dengan dosis kecil dan dititrasi perlahan. Pertimbangkan pengurangan dosis captopril. Monitor respons hemodinamik, khususnya pada minggu-minggu awal terapi. Pemberian prazosin saat malam hari dapat mengurangi hipotensi ortostatik. Edukasi pasien untuk bangun secara perlahan dan waspada terhadap gejala pusing, sinkop, atau palpitasi."
captopril,prednisolone,Moderate,Tidak ada,Kortikosteroid dapat menurunkan efek antihipertensi dengan menyebabkan retensi natrium dan cairan.,"Monitor tekanan darah, elektrolit, dan berat badan secara berkala, terutama pada penggunaan kortikosteroid jangka panjang atau dosis tinggi. Penyesuaian dosis antihipertensi mungkin diperlukan. Waspadai tanda-tanda gagal jantung dan edema."
captopril,prednisone,Moderate,Tidak ada,Sama seperti prednisolone: antagonisme efek antihipertensi melalui retensi natrium dan cairan.,"Sama seperti prednisolone. Tambahan: jika terapi gabungan diperlukan, edukasi pasien untuk melaporkan gejala seperti pembengkakan, kenaikan berat badan mendadak, atau sesak napas."
captopril,pregabalin,Moderate,Tidak ada,"Kedua obat dapat menyebabkan angioedema. Kombinasi meningkatkan risiko efek ini, yang dapat mengancam jiwa (edema wajah, lidah, laring ? obstruksi napas).","Hindari kombinasi jika memungkinkan. Edukasi pasien untuk mengenali tanda angioedema (pembengkakan wajah, lidah, bibir, atau kesulitan bernapas) dan segera menghentikan obat serta mencari pertolongan medis. Jika terapi bersama diperlukan, pemantauan ketat harus dilakukan, terutama pada tahap awal."
captopril,probenecid,Minor,Probenecid dapat menurunkan ekskresi ginjal captopril ? meningkatkan kadar plasma captopril.,Tidak ada.,"Pantau tekanan darah secara berkala. Meskipun belum dilaporkan efek merugikan secara langsung, peningkatan efek antihipertensi captopril mungkin terjadi. Sesuaikan dosis jika diperlukan."
